Year,Area,Street,Street 2
2011,NA," Elgar神Crescent,神Pensnett",
2012,NA," Ellys神Road神,Radford.",
2012,NA," Elm神Tree神Way,神Cradley神Heath",
2011,Birmingham," Elms神Pub,神Birmingham神road",
2012,Birmingham," Emily神Road,神Acocks神Green,神Birmingham",
2012,NA," Envill神Street神,神Stourbridge",
2012,NA," Ernest神Clark神Close,神Willenhall",
2011,Birmingham," Essex神Street,神Birmingham",
2011,NA," Essex神Street,神City神Centre",
2012,NA," Essex神Street,神City神Centre",
2011,Birmingham," Etap神Hotel神Foyer,神Birmingham",
2011,Wolverhampton," Exchange神Street,神City神Centre,神Wolverhampton",
2012,NA," Felstone神Road,Great神barr",
2012,NA," Fenns神Crescent,神Pensnett",
2011,NA," Fentham神Road,神Erdington,神B'ham",
2011,NA," Finchley神Road,神Kingstanding,神B'ham",
2011,Birmingham," Five神Ways,神Birmingham",
2012,NA," Fiveways,神Broad神Street",
2012,NA," Flare,神Broad神Street",
2012,NA," Flaxton神Grove,神Kitts神Green",
2012,Walsall," Florence神Street,神Walsall",
2012,Coventry," Flying神standard,神Trinity神street,神Coventry",
2012,NA," Fold神Street,神City神Centre",
2011,Coventry," Foleshill神road,神Coventry",
2011,Coventry," Foleshill神Road,神Coventry",
2012,Coventry," Foleshill神Road,神Coventry",
2011,NA," Foremans神road,神sparkhill",
2012,NA," Forth神Drive,神Chelmsley神Wood",
2011,NA," Foster神Street,Stourbridge",
2011,NA," Fountain神Lane,神Oldbury",
2011,NA," Four神ACres神,Quinton.",
2012,Walsall," Four神Crosses,Shelfield,Walsall",
2011,Coventry," Four神Pounds神Ave,神Coventry",
2012,NA," Foxton神Road,神Washwood神Heath",
2011,NA," Franchise神Street,神Darlaston",
2011,Walsall," Freer神Street,神Walsall",
2011,Walsall," Freer神Street,神Walsall",
2011,NA," Freet神Street,神Oldbury",
2011,NA," Frogmill神Road,神Frankley",
2011,NA," front神office,神kings神heath",
2012,Coventry," Front神Office,神Little神Park神St神,神Coventry",
2012,NA," Front神Office,神Stechford神Police神Station",
2011,NA," Front神office,神Stourbridge",
2011,NA," Front神Office,神Stourbridge神Police神station.",
2011,Wolverhampton," Front神Office,神Wolverhampton神Central神PS",
2012,Wolverhampton," Front神Office,神Wolverhampton神police神station",
2012,Coventry," Front神Office神Car神Park神,Little神park神St神,Coventry.",
2012,Wolverhampton," Fryer神Street,神Wolverhampton神City神Centre",
2012,Wolverhampton," Fryer神Street,神Wolverhampton神City神Centre",
2011,NA," FRYING神PAN神PUB,神WILLENHALL神STREET,神DARLSATON",
2011,NA," FRYING神PAN神PUB,神WILLENHALL神STREET,神DARLSATON",
2011,NA," Gala神Bingo,神Pool神Meadow",
2011,NA," Garretts神Green神Road,神Garretts神Green",
2011,Wolverhampton," Garrick神Street,神wolverhampton",
2012,Birmingham," Gas神St,神Birmingham",
2011,NA," Gas神Street,City神centre",
2012,NA," Gas神Street,神City神Centre",
2012,NA," Gas神Street,神City神Centre",
2011,NA," Gatecrasher,Broad神Street",
2011,Birmingham," Gatescrasher,神Bishopsgate,神Birmingham",
2011,NA," GILES神CLOSE,神STECHFORD",
2012,NA," Gillot神Road,神Edgbaston",
2012,NA," Gillott神Road,神Edgbaston",
2012,Solihuil," glebe神road,神solihull",
2011,NA," Goose神PH,神West神Bromwich",
2012,Coventry," Gosford神Street,神Coventry",
2011,Walsall," gosgote神lane,神walsall",
2011,NA," Gospel神lane,神acocks神green",
2012,NA," Gospel神Lane,神Acocks神Green",
2012,NA," Gracechuch神Shopping神Centre,神Sutton神Coldfield",
2011,NA," Gracechurch神centre,神outside神Supercigs",
2011,NA," GraceChurch神Shopping神Centre,神Sutton神Coldfield",
2011,NA," Grace神Church,神Sutton神Coldfield",
2012,NA," Graisley神Lane,神Wednesfield.",
2011,NA," Grandys神Drive,神Chelmsley神Wood",
2012,NA," Granville神Street,神City神Centre",
2012,Birmingham," Granville神Street,神off神Broad神Street,神Birmingham",
2011,NA," grassed神area神,神pype神hayes神park....",
2011,Birmingham," Gravelly神Lane,神Erdington,神Birmingham",
2012,NA," Great神Arthur神Street,神Smethwick",
2011,NA," GREAT神BARR神HOTEL,神GREAT神BARR",
2011,NA," GREAT神BARR神HOTEL,神GREAT神BARR",
2011,NA," Great神Bridge神Street,神Tipton",
2011,NA," Great神Charles神Street,神City神Centre",
2012,Birmingham," Great神hampton神St,神Birmingham",
2012,Birmingham," Great神hampton神St,神Birmingham",
2012,NA," great神park神public神house,神rubery",
2011,Walsall," Green神Lane,神Walsall",
2011,Walsall," Green神Lane,神Walsall",
2012,NA," Green神lane神,神Shirley",
2012,NA," gregory神avenue,神Weoley神Castle",
2012,Birmingham," Greville神Pub,神Solihull,神Birmingham",
2011,Birmingham," Grosvenor神Casino,神Birmingham",
2011,Wolverhampton," Haden神Hill,神Chapel神Ash,神Wolverhampton",
2012,Birmingham," Hagley神Road,神Birmingham",
2011,NA," Hagley神Road,神Edgbaston",
2012,NA," Hagley神Road,神Edgbaston",
2012,NA," hagley神road,神edgbaston",
2011,NA," Hagley神Road,神Eedgbaston",
2012,NA," Hairy神Lemon,神Erdington神High神Street.",
2011,NA," Hales神Lane,神Smethwick",
2011,Coventry," Hales神Street,神Coventry",
2011,NA," Halesowen神Rd,神Netherton",
2012,NA," halesowen神Road,神Cradley",
2011,NA," Halesowen神Road,神Cradley神Heath",
2011,NA," Hampden神Close,Quarry神Bank",
2012,NA," Hampton神Road,神Erdington,神B'ham",
2011,NA," Hamstead神Road,神Handsworth",
2012,Birmingham," Handsworth神New神Road,神Birmingham",
2012,NA," Hanover神Road,神Rowley神regis",
2012,NA," Harborne神Hall,神Hotel,神Harborne",
2011,NA," Harlequin神drive,神Mosley",
2012,Coventry," Harnall神Lane神West神,神Coventry.",
2012,Coventry," harper神road,神coventry",
2012,Coventry," harper神road,神coventry",
2011,NA," Hart神Road,神Wednesfield,Wton",
2012,NA," harvester,神hagley神road",
2012,NA," Hasbury神PH,神Halesowen",
2012,NA," Hasbury神PH,神Halesowen",
2012,NA," Hasbury神PH,神Halesowen",
2012,Walsall," Hatherton神Street,神Walsall",
2011,Birmingham," Hawthorn神Road,神Kingstanding,神Birmingham",
2012,NA," Hazelville神Road,神神Hall神Green",
2012,NA," Healey神Road,神Selly神oak",
2012,NA," heather神house,神kings神norton",
2012,NA," Heathfield神Avenue,神Handsworth",
2012,NA," Heathfield神Road,神Lozells",
2011,NA," Henley神Close,神Tipton.",
2011,NA," herbert神park神road,神darlaston",
2011,NA," Hereford神Road,神Netherton",
2011,NA," Herrick神Road,神Washwood神Heath",
2011,NA," Herrick神Road,神Washwood神Heath",
2011,NA," Highfield神Lane,神Quinton",
2012,NA," High神Holborn,神Sedgley",
2012,NA," High神神Street神,神Brierley神Hill",
2012,NA," High神St,神B神Hill",
2011,NA," High神St,神Cradley神Heath",
2011,NA," high神st,神digbeth",
2011,Dudley," High神St,神Dudley",
2011,NA," high神st,神神~digbeth",
2011,NA," High神st,神神digbeth",
2012,NA," High神St,神Lye",
2011,NA," High神St,神Sedgely",
2012,Solihuil," High神St,神Solihull",
2012,Solihuil," high神st,神solihull",
2012,Solihuil," High神St,神Solihull",
2011,NA," High神St,神Stourbridge",
2011,NA," High神St,神Stourbridge",
2011,NA," High神St,神Stourbridge",
2011,NA," High神St,神Stourbridge",
2011,NA," High神St,神Stourbridge",
2012,NA," High神St,神Stourbridge",
2012,NA," High神St,神Stourbridge",
2012,NA," High神St,神Stourbridge",
2012,NA," High神St,神Stourbridge",
2012,NA," High神St,神Stourbridge",
2012,NA," High神St,神Stourbridge",
2012,NA," High神St,神Stourbridge",
2012,NA," High神St,神Stourbridge",
2011,Solihuil," High神St,神Town神Centre神Solihull",
2011,Solihuil," High神St神,Solihull.",
2011,NA," High神Street,City神Centre",
2011,NA," High神Street,Halesowen",
2011,NA," High神Street,神Amblecote",
2011,NA," High神Street,神City神Centre.",
2012,NA," High神Street,神Digbeth",
2012,NA," High神Street,神Digbeth",
2012,Dudley," High神Street,神Dudley",
2011,NA," high神street,神erdington",
2011,NA," High神Street,神Erdington",
2012,NA," High神Street,神Erdington",
2012,NA," High神Street,神Erdington",
2012,NA," High神Street,神Erdington",
2012,NA," HIGH神STREET,神ERDINGTON",
2012,NA," HIGH神STREET,神ERDINGTON",
2012,NA," HIGH神STREET,神ERDINGTON",
2012,NA," HIGH神STREET,神ERDINGTON",
2012,NA," HIGH神STREET,神ERDINGTON",
2012,NA," HIGH神STREET,神ERDINGTON",
2012,NA," HIGH神STREET,神ERDINGTON",
2012,NA," high神street,神erdington.",
2012,NA," High神Street,神Haborne",
2011,NA," High神Street,神Harborne",
2011,NA," High神Street,神Harborne",
2012,NA," High神Street,神harbourne",
2011,NA," high神street,神kings神heath",
2012,NA," High神Street,神Lye",
2012,NA," High神Street,神Lye.",
2012,NA," High神Street,神Pelsall",
2011,NA," High神Street,神S/C",
2011,NA," High神Street,神S/C",
2011,NA," High神Street,神Smethwick",
2011,NA," High神Street,神Smethwick",
2012,NA," High神Street,神Smethwick",
2012,NA," High神Street,神Smethwick",
2011,Solihuil," High神Street,神Solihull",
2011,Solihuil," High神Street,神Solihull",
2012,Solihuil," high神street,神solihull",
2011,Solihuil," High神Street,神solihull,神West神mids",
2011,Solihuil," High神Street,神Solihull神Town神Centre",
2011,NA," High神Street,神Stourbridge",
2011,NA," high神Street,神Stourbridge",
2011,NA," High神Street,神Stourbridge",
2011,NA," high神Street,神Stourbridge",
2011,NA," High神Street,神Stourbridge",
2011,NA," High神Street,神Stourbridge",
2011,NA," High神Street,神Stourbridge",
2011,NA," High神Street,神Stourbridge",
2011,NA," High神Street,神Stourbridge",
2011,NA," High神Street,神Stourbridge",
2011,NA," High神Street,神Stourbridge",
2012,NA," High神Street,神Stourbridge",
2012,NA," High神Street,神Stourbridge",
2012,NA," High神Street,神Stourbridge",
2012,NA," High神Street,神Stourbridge",
2012,NA," High神Street,神Stourbridge",
2012,NA," High神Street,神Stourbridge",
2012,NA," High神Street,神stourbridge",
2012,NA," High神Street,神stourbridge",
2012,NA," High神Street,神Wednesbury",
2011,NA," High神Street,神West神Bromwich",
2011,NA," High神Street,神West神Bromwich",
2012,NA," High神Street,神West神Bromwich",
2012,NA," High神Street,神West神Bromwich",
2012,NA," High神Street,神West神Bromwich",
2012,NA," High神Street,神West神Bromwich",
2012,NA," High神Street,神West神Bromwich",
2012,NA," High神Street,神West神Bromwich",
2012,NA," High神Street,神West神Bromwich",
2011,NA," High神Street,神West神Bromwich,神opposite神Wilkinsons",
2012,NA," High神Street,神West神Bromwich.",
2011,NA," High神Street神,神Brierley神Hill",
2012,Solihuil," High神Street神,神Solihull",
2012,NA," HIgh神Street神,神Stourbridge",
2012,NA," High神Street神,神Stourbridge",
2012,NA," High神Street神,神Stourbridge",
2011,Solihuil," High神Street神,Solihull.",
2011,Solihuil," High神Street神,Solihull.",
2011,Dudley," High神View神St,神Dudley",
2012,Dudley," Highland神Road,神Dudley",
2012,NA," Highs神and神Lows,神St神Paul's神crossing",
2011,Solihuil," Hillfield神Park,神Solihull",
2011,Birmingham," Hill神St,神Birmingham",
2011,Birmingham," Hill神Street,神Birmingham",
2012,NA," Hill神Street,神Brierley神Hill",
2011,NA," Hill神Street,神City神Centre",
2011,NA," Hill神Street,神City神Centre",
2011,NA," Hill神Street,神City神Centre",
2012,NA," Hill神Street,神City神Centre",
2011,NA," Hill神Street,神City神Centre.",
2012,NA," Hill神Top,神West神Bromwich",
2011,NA," Hilly神lane,神Halesowen",
2011,NA," Himley神Road,Gornal",
2011,Solihuil," Hobsmoat神road,神Solihull",
2011,NA," Hoggs神Lane,神Northfield",
2011,NA," Holiday神Inn,神Lionel神St.",
2011,NA," Holiday神Inn,神Smallbrook神Queensway,",
2012,NA," Holiday神Street,神Handsworth",
2012,NA," Holiday神Street,神Handsworth",
2012,Birmingham," Hollyhead神Road,神Handsworth,神Birmingham",
2011,NA," Holly神Lane,神Smethwick",
2012,NA," Holte神End,神Villa神Park.",
2011,NA," Holte神Street,神Gosta神Green",
2012,Coventry," Holyhead神Road,神Coventry.",
2011,NA," Holyhead神Road,神handsworth",
2011,NA," Holywood神Bowl,神Rubery",
2011,NA," Honnington神Crescent,神Northfield",
2012,Birmingham," Horsefair,神Birmingham.",
2012,NA," Horsefair,神City神Centre",
2012,NA," Horsefair,神City神Centre",
2011,NA," Humer神Tower,Francis神Street",
2011,NA," Hurst神Rd,神Oldbury",
2012,Birmingham," Hurst神St,神Birmingham",
2012,Birmingham," Hurst神St,神Birmingham",
2012,Birmingham," Hurst神St,神Birmingham",
2011,NA," Hurst神St,神Birminhgam",
2011,NA," Hurst神st,神神bham",
2012,Birmingham," Hurst神Steet,神Birmingham",
2011,NA," Hurst神Street,City神centre",
2011,NA," Hurst神Street,City神centre",
2011,Birmingham," Hurst神Street,神Birmingham",
2011,Birmingham," Hurst神Street,神Birmingham",
2011,Birmingham," Hurst神Street,神Birmingham",
2011,Birmingham," Hurst神Street,神Birmingham",
2011,Birmingham," Hurst神Street,神Birmingham",
2011,Birmingham," hurst神Street,神Birmingham",
2012,Birmingham," Hurst神Street,神Birmingham神City神Centre",
2011,NA," Hurst神Street,神City神Center",
2012,NA," Hurst神Street,神city神centre",
2011,NA," Hurst神Street,神City神Centre,",
2011,NA," ICC神,broad神Street",
2011,NA," Indi神Bar,神Lichfield神Street",
2012,NA," Inland神Road,神Erdington,神B'ham",
2011,NA," Islington神Row,神city神centre",
2011,NA," Islington神Row,神Middleway",
2012,NA," Ivy神Road,神Handsworth",
2011,NA," Jackson神Street,神Lye",
2011,Birmingham," James神Watt神Queensway,神Birmingham",
2012,Wolverhampton," Jeremy神Road,神Goldthorn神Park,神Wolverhampoton",
2011,NA," Jervoise神Lane,West神brom",
2011,NA," Jervoise神Lane,West神Bromwich.",
2011,NA," Jiggins神Lane,神Bartley神Green",
2012,NA," Job神Centre,神Sutton神New神Road,神Erdington",
2012,NA," John神Street神,神Willenhall",
2012,Birmingham," Johnson神Road,神Erdington,神Birmingham",
2012,Birmingham," Johnson神Road,神Erdington,神Birmingham.",
2011,Coventry," Jordan神Well神,神Coventry",
2012,Coventry," Kasbah神Night神Club,神Coventry",
2012,NA," Keates神Road,神Willenhall",
2012,NA," kendrick神way,神westbrom",
2012,Coventry," Kenilworth神Rd神,Coventry.",
2012,NA," Kerryman神Public神House,神Digbeth",
2011,Dudley," KFC,神Merry神Hill神Centre.神Dudley",
2011,NA," KFC神retail神outlet神,神Erdington神High神street",
2012,NA," Kilcote神Road,神Shirley",
2012,Coventry," king神william神street,神coventry",
2012,NA," KINGSBURY神ROAD,神CASTLE神VALE",
2011,NA," Kingsbury神Road,神Erdington,神B'ham",
2011,NA," Kingsley神Road,Netherton",
2012,NA," Kingstanding神Road,Kingstanding",
2011,NA," KITTS神GREEN神RD,神KITTS神GREEN,神BHAM",
2011,NA," KNOWLE神RD,神SMALL神HEATH,神BHAM",
2011,NA," Lady神well神walk,神City神Centre.",
2012,NA," Ladywell神Walk,",
2012,NA," Ladywell神Walk,City神centre",
2011,Birmingham," Ladywell神Walk,神Birmingham",
2011,Birmingham," Ladywell神walk,神Birmingham",
2012,NA," Ladywell神Walk,神City神Centre",
2012,NA," Ladywell神Walk,神City神Centre",
2012,NA," Ladywell神Walk,神City神Centre",
2012,NA," Ladywell神Walk,神o/s神Ibis神Hotel,神City神Centre",
2012,NA," Ladywell神Walk,神o/s神Ibis神Hotel,神City神Centre",
2012,NA," Ladywell神Walk,神o/s神Ibis神Hotel,神City神Centre",
2012,NA," Ladywell神Walk,神o/s神Sense神Nightclub",
2012,NA," Landon神Street,神Highgate",
2011,Dudley," Laurel神Road,神Dudley",
2012,Wolverhampton," Lawn神Road神(in神the神street),神Wolverhampton",
2011,NA," Lea神Village,神Stechford",
2011,Walsall," leciester神street,walsall",
2011,NA," ledgends神PH,神Tipton",
2011,Birmingham," Lee神Longlands,神神Broad神Street,神Birmingham",
2011,Walsall," Leicester神Street,神Walsall",
2011,Walsall," Leicester神street,Walsall",
2012,Walsall," Leicester神street,Walsall",
2011,NA," Lenches神Close,神Mosley",
2011,NA," Lennox神Gardens,神Wton",
2012,NA," Level神street神,神Brierley神hill",
2012,NA," Lewisham神Road,神Fordhouses.",
2012,Walsall," Lewis神Street,神Walsall",
2011,NA," LICHFIELD神ROAD,神MERE神GREEN",
2011,NA," LICHFIELD神ROAD,神SUTTON神COLDFIELD",
2012,NA," Lichfield神Road,神Sutton神Coldfield",
2012,NA," Lichfield神Road,神Sutton神Coldfield",
2012,Walsall," Lichfield神Road,Walsall",
2011,NA," lichfield神st,神city神centre,神wolves",
2011,Walsall," Lichfield神ST,神Walsall",
2011,Walsall," Lichfield神St,神Walsall",
2012,Walsall," Lichfield神St,神Walsall",
2012,Walsall," lichfield神st,神walsall",
2011,Wolverhampton," lichfield神st,神wolverhampton",
2012,NA," Lichfield神St,神Wolves.",
2011,NA," Lichfield神St,神Wton",
2011,NA," Lichfield神Street,神City神Centre,神W･_神･腎on",
2011,NA," Lichfield神Street,神City神Centre,神W･_神･腎on",
2011,NA," Lichfield神Street,神W'ton.",
2011,Walsall," Lichfield神Street,神Walsall",
2011,Walsall," Lichfield神Street,神Walsall",
2011,Walsall," Lichfield神Street,神Walsall",
2011,Walsall," Lichfield神Street,神Walsall",
2011,Walsall," Lichfield神Street,神Walsall",
2011,Walsall," Lichfield神Street,神Walsall",
2012,Walsall," Lichfield神Street,神Walsall",
2012,Walsall," Lichfield神Street,神Walsall",
